Iteration,fy_speed_1,fy_dir_x,fy_dir_y,drop_time_1,clock_value_1,drop_time_2,clock_value_2,drop_time_3,clock_value_3,Obscured_Duration
Iteration,120.01,-0.9999391218838127,0.0065636907182574505,0.971906036594865,3.833838536441459,2.4746884552965436,5.0,3.972465365889637,5.0044461788138195,5.589999999999925
Iteration,120.0,-0.9899391218838127,0.0065636907182574505,0.971906036594865,3.833838536441459,2.4746884552965436,5.0,3.972465365889637,5.0044461788138195,5.589999999999925
Iteration,120.0,-0.9999391218838127,0.016563690718257452,0.971906036594865,3.833838536441459,2.4746884552965436,5.0,3.972465365889637,5.0044461788138195,3.9599999999999596
Iteration,120.0,-0.9999391218838127,0.0065636907182574505,0.981906036594865,3.833838536441459,2.4746884552965436,5.0,3.972465365889637,5.0044461788138195,5.569999999999926
Iteration,120.0,-0.9999391218838127,0.0065636907182574505,0.971906036594865,3.8438385364414587,2.4746884552965436,5.0,3.972465365889637,5.0044461788138195,5.599999999999925
Iteration,120.0,-0.9999391218838127,0.0065636907182574505,0.971906036594865,3.833838536441459,2.4846884552965434,5.0,3.972465365889637,5.0044461788138195,5.589999999999925
Iteration,120.0,-0.9999391218838127,0.0065636907182574505,0.971906036594865,3.833838536441459,2.4746884552965436,5.01,3.972465365889637,5.0044461788138195,5.589999999999925
Iteration,120.0,-0.9999391218838127,0.0065636907182574505,0.971906036594865,3.833838536441459,2.4746884552965436,5.0,3.9824653658896367,5.0044461788138195,5.589999999999925
Iteration,120.0,-0.9999391218838127,0.0065636907182574505,0.971906036594865,3.833838536441459,2.4746884552965436,5.0,3.972465365889637,5.014446178813819,5.589999999999925
Iteration,120.0,0.9999999999987841,-0.7331500253384043,0.3346945857020974,0.10000000000752474,2.8637009436249716,5.0,9.865591887121202,0.10000000000228138,0.0
Iteration,120.0,-0.045156729157798,-0.3465798745138704,0.6676976398997144,2.0512826311831236,2.6604052455440823,5.0,6.785877723802855,2.6630354796752838,0.0
Iteration,120.0,-0.5656052282048718,-0.1540825684539599,0.8335205589896572,3.022947538733865,2.559171681259128,5.0,5.252296616702777,3.93933015509364,0.0
Iteration,120.0,-0.8216299157139151,-0.05938719951628604,0.9150939733036064,3.5009395106094163,2.5093717650158536,5.0,4.497880714968076,4.5671789163865135,0.0
Iteration,120.0,-0.9416996531591275,-0.014977231882901409,0.9533500435852642,3.7251068404181464,2.4860167404426377,5.0,4.144076868444176,4.861625661570313,0.0
Iteration,120.0,-0.9888467867756193,0.0024609896245842674,0.9683718475434366,3.8131294119321963,2.476846049412583,5.0,4.005150627902487,4.977244470551687,4.999999999999938
Iteration,120.0,-0.9970210485287578,0.005484388422714731,0.9709762934161648,3.8283905632376602,2.475256056062264,5.0,3.9810639153611755,4.9972901941345365,5.429999999999929
Iteration,120.0,-0.9991825207321458,0.0062838480753746526,0.971664971798279,3.8324259801761738,2.474835623424544,5.0,3.9746948069081647,5.002590767523258,5.549999999999926
Iteration,120.0,-0.9997395095677757,0.00648986048690148,0.9718424370321951,3.8334658650187086,2.474727282320283,5.0,3.973053554110334,5.003956669983316,5.5799999999999255
Iteration,120.0,-0.99988512178404,0.006543717803065555,0.9718888313301907,3.8337377195459363,2.4746989589728567,5.0,3.9726244854431463,5.004313754491455,5.5799999999999255
Iteration,120.0,-0.9999325931993351,0.006561275966026735,0.9719039564552933,3.833826347543593,2.4746897252050957,5.0,3.9724846036570383,5.004430168535662,5.589999999999925
